diet_type,cost
sustainable,54.23393846256289
sustainable,9.547434446792414
sustainable,14.50576465970034
sustainable,48.15759907388205
sustainable,53.11592928678998
sustainable,13.635270072031298
sustainable,18.593600284939225
sustainable,52.24543469912093
sustainable,57.20376491202886
sustainable,11.077769612227405
sustainable,16.03609982513533
sustainable,49.68793423931704
sustainable,54.64626445222497
sustainable,9.959760436454497
sustainable,14.918090649362423
sustainable,48.56992506354413
sustainable,53.52825527645206
sustainable,14.047596061693381
sustainable,19.005926274601308
sustainable,52.657760688783014
sustainable,57.61609090169094
sustainable,16.835105934202865
sustainable,21.793436147110793
sustainable,55.4452705612925
sustainable,60.40360077420043
sustainable,15.717096758429959
sustainable,20.675426971337885
sustainable,54.32726138551959
sustainable,59.285591598427516
sustainable,19.80493238366884
sustainable,24.76326259657677
sustainable,58.41509701075848
sustainable,63.37342722366641
sustainable,10.257625937929275
sustainable,15.2159561508372
sustainable,48.86779056501891
sustainable,53.82612077792683
sustainable,9.139616762156365
sustainable,14.097946975064291
sustainable,47.749781389245996
sustainable,52.70811160215392
sustainable,13.227452387395248
sustainable,18.185782600303174
sustainable,51.837617014484884
sustainable,56.795947227392816
sustainable,11.056566794632216
sustainable,16.014897007540142
sustainable,49.66673142172185
sustainable,54.62506163462977
sustainable,9.938557618859308
sustainable,14.896887831767234
sustainable,48.548722245948944
sustainable,53.507052458856876
sustainable,14.026393244098193
sustainable,18.98472345700612
sustainable,52.636557871187826
sustainable,57.59488808409576
sustainable,11.460373563905547
sustainable,16.418703776813473
sustainable,50.07053819099518
sustainable,55.028868403903104
sustainable,10.342364388132639
sustainable,15.300694601040565
sustainable,48.952529015222275
sustainable,53.91085922813021
sustainable,14.430200013371524
sustainable,19.38853022627945
sustainable,53.040364640461156
sustainable,57.99869485336909
sustainable,12.366635499090572
sustainable,17.324965711998498
sustainable,50.9768001261802
sustainable,55.93513033908813
sustainable,11.248626323317664
sustainable,16.20695653622559
sustainable,49.8587909504073
sustainable,54.81712116331522
sustainable,15.336461948556545
sustainable,20.29479216146447
sustainable,53.94662657564618
sustainable,58.9049567885541
sustainable,12.459767478909969
sustainable,17.418097691817895
sustainable,51.069932105999605
sustainable,56.02826231890754
sustainable,11.341758303137057
sustainable,16.300088516044983
sustainable,49.951922930226694
sustainable,54.910253143134625
sustainable,15.429593928375942
sustainable,20.387924141283868
sustainable,54.039758555465575
sustainable,58.998088768373506
sustainable,12.309328072002886
sustainable,17.267658284910812
sustainable,50.91949269909252
sustainable,55.877822912000454
sustainable,11.191318896229978
sustainable,16.149649109137904
sustainable,49.80148352331961
sustainable,54.75981373622754
sustainable,15.279154521468863
sustainable,20.23748473437679
sustainable,53.88931914855849
sustainable,58.847649361466424
sustainable,12.243980027322989
sustainable,17.202310240230915
sustainable,50.85414465441262
sustainable,55.812474867320546
sustainable,11.12597085155008
sustainable,16.084301064458007
sustainable,49.73613547863972
sustainable,54.69446569154765
sustainable,15.213806476788966
sustainable,20.17213668969689
sustainable,53.8239711038786
sustainable,58.78230131678653
sustainable,10.603743686282444
sustainable,15.56207389919037
sustainable,49.21390831337208
sustainable,54.17223852628001
sustainable,9.485734510509536
sustainable,14.444064723417462
sustainable,48.09589913759917
sustainable,53.0542293505071
sustainable,13.57357013574842
sustainable,18.531900348656347
sustainable,52.18373476283805
sustainable,57.14206497574598
sustainable,10.78393930333189
sustainable,15.742269516239816
sustainable,49.39410393042152
sustainable,54.35243414332945
sustainable,9.665930127558982
sustainable,14.624260340466908
sustainable,48.27609475464862
sustainable,53.23442496755655
sustainable,13.753765752797863
sustainable,18.71209596570579
sustainable,52.3639303798875
sustainable,57.32226059279543
sustainable,10.815221705847234
sustainable,15.77355191875516
sustainable,49.42538633293687
sustainable,54.38371654584479
sustainable,9.697212530074326
sustainable,14.655542742982252
sustainable,48.30737715716396
sustainable,53.265707370071894
sustainable,13.785048155313211
sustainable,18.743378368221137
sustainable,52.395212782402844
sustainable,57.353542995310775
sustainable,11.085081790375886
sustainable,16.043412003283812
sustainable,49.69524641746552
sustainable,54.65357663037345
sustainable,9.967072614602978
sustainable,14.925402827510904
sustainable,48.57723724169261
sustainable,53.53556745460054
sustainable,14.05490823984186
sustainable,19.013238452749786
sustainable,52.665072866931496
sustainable,57.62340307983942
sustainable,12.091297587337065
sustainable,17.04962780024499
sustainable,50.7014622144267
sustainable,55.65979242733462
sustainable,10.973288411564157
sustainable,15.931618624472083
sustainable,49.58345303865379
sustainable,54.541783251561725
sustainable,15.061124036803042
sustainable,20.019454249710968
sustainable,53.671288663892675
sustainable,58.629618876800606
sustainable,13.089695096768407
sustainable,18.048025309676333
sustainable,51.69985972385804
sustainable,56.658189936765964
sustainable,11.9716859209955
sustainable,16.930016133903425
sustainable,50.581850548085136
sustainable,55.54018076099307
sustainable,16.05952154623438
sustainable,21.017851759142307
sustainable,54.66968617332402
sustainable,59.62801638623195
sustainable,13.50202108643049
sustainable,18.460351299338416
sustainable,52.11218571352013
sustainable,57.07051592642806
sustainable,12.384011910657582
sustainable,17.34234212356551
sustainable,50.994176537747215
sustainable,55.95250675065515
sustainable,16.471847535896462
sustainable,21.43017774880439
sustainable,55.082012162986096
sustainable,60.04034237589403
